0:01:04.944673
Plot pollution (instant)
         3237028 function calls (3162394 primitive calls) in 70.773 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.010    0.010 __init__.py:19(pylab_setup)
        1    0.000    0.000    0.010    0.010 index_tricks.py:1(<module>)
        5    0.000    0.000    0.010    0.002 numeric.py:112(zeros_like)
       10    0.000    0.000    0.010    0.001 frame.py:3433(_set_item)
        2    0.000    0.000    0.009    0.005 __init__.py:10(<module>)
       64    0.003    0.000    0.009    0.000 __init__.py:1388(_substitute)
        1    0.000    0.000    0.009    0.009 pyparsing.py:5377(pyparsing_common)
     2942    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
        2    0.000    0.000    0.009    0.005 tkagg.py:11(blit)
        1    0.000    0.000    0.009    0.009 __init__.py:220(<module>)
        1    0.000    0.000    0.009    0.009 __init__.py:109(<module>)
        1    0.000    0.000    0.009    0.009 cpuinfo.py:24(<module>)
      159    0.002    0.000    0.009    0.000 abc.py:132(__new__)
    23554    0.007    0.000    0.009    0.000 topology.py:16(_validate)
        1    0.000    0.000    0.009    0.009 backend_tkagg.py:667(destroy)
        1    0.000    0.000    0.009    0.009 backend_tkagg.py:2(<module>)
     1103    0.001    0.000    0.009    0.000 re.py:184(sub)
        1    0.000    0.000    0.009    0.009 cpuinfo.py:122(__init__)
        1    0.000    0.000    0.009    0.009 specifiers.py:275(Specifier)
        1    0.000    0.000    0.009    0.009 test_numexpr.py:305(test_evaluate)
        2    0.000    0.000    0.009    0.004 platform.py:1121(machine)
        2    0.000    0.000    0.009    0.004 platform.py:946(uname)
      135    0.000    0.000    0.009    0.000 inspect.py:2086(_signature_from_builtin)
        1    0.000    0.000    0.009    0.009 tempfile.py:24(<module>)
        1    0.000    0.000    0.009    0.009 platform.py:803(_syscmd_uname)
      201    0.000    0.000    0.009    0.000 __init__.py:2090(_handle_ns)
     1469    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
      629    0.001    0.000    0.009    0.000 sre_compile.py:223(_compile_charset)
        1    0.000    0.000    0.009    0.009 io.py:4(<module>)
22150/22098    0.006    0.000    0.009    0.000 {method 'join' of 'str' objects}
        5    0.000    0.000    0.008    0.002 ops.py:1421(add_flex_arithmetic_methods)
    13368    0.008    0.000    0.008    0.000 {method 'items' of 'dict' objects}
    22760    0.006    0.000    0.008    0.000 common.py:316(apply_if_callable)
     1472    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
        1    0.000    0.000    0.008    0.008 base.py:3(<module>)
        2    0.000    0.000    0.008    0.004 inspect.py:1945(_signature_fromstr)
        2    0.000    0.000    0.008    0.004 crs.py:11(<module>)
        1    0.000    0.000    0.008    0.008 cpuinfo.py:36(getoutput)
      182    0.000    0.000    0.008    0.000 __init__.py:2182(fixup_namespace_packages)
      121    0.000    0.000    0.008    0.000 functoolz.py:281(__call__)
        6    0.000    0.000    0.008    0.001 geodataframe.py:43(__init__)
        1    0.000    0.000    0.008    0.008 misc.py:1(<module>)
      4/2    0.000    0.000    0.008    0.004 image.py:120(_draw_list_compositing_images)
    15746    0.004    0.000    0.008    0.000 sre_parse.py:253(get)
        1    0.000    0.000    0.008    0.008 env.py:1(<module>)
        1    0.000    0.000    0.008    0.008 case.py:1(<module>)
     2261    0.008    0.000    0.008    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.008    0.004 _base.py:2358(draw)
        1    0.000    0.000    0.008    0.008 py3k.py:4(<module>)
       82    0.001    0.000    0.008    0.000 transforms.py:2032(rotate_deg_around)
        1    0.000    0.000    0.008    0.008 random.py:38(<module>)
        1    0.000    0.000    0.008    0.008 parser.py:5(<module>)
    11417    0.005    0.000    0.008    0.000 inference.py:438(is_hashable)
      900    0.001    0.000    0.008    0.000 pyparsing.py:1144(copy)
      776    0.001    0.000    0.008    0.000 version.py:74(__init__)
        1    0.000    0.000    0.008    0.008 textpath.py:3(<module>)
       85    0.001    0.000    0.008    0.000 __init__.py:378(process)
     1160    0.001    0.000    0.008    0.000 colors.py:119(to_rgba)
        6    0.000    0.000    0.008    0.001 common.py:1(<module>)
       26    0.000    0.000    0.008    0.000 collections.py:859(draw)
        1    0.000    0.000    0.008    0.008 os.py:968(popen)
      234    0.004    0.000    0.008    0.000 string_utils.py:53(human_format)
        1    0.000    0.000    0.008    0.008 generic.py:7(<module>)
      609    0.007    0.000    0.007    0.000 {method 'copy' of 'numpy.ndarray' objects}
34486/34485    0.007    0.000    0.007    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.007    0.007 _internal.py:6(<module>)
        1    0.000    0.000    0.007    0.007 feedparser.py:20(<module>)
       80    0.001    0.000    0.007    0.000 typing.py:922(__new__)
        1    0.000    0.000    0.007    0.007 nanops.py:1(<module>)
     4610    0.003    0.000    0.007    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.007    0.004 inspect.py:1873(_signature_strip_non_python_syntax)
      776    0.002    0.000    0.007    0.000 version.py:131(_legacy_cmpkey)
       24    0.000    0.000    0.007    0.000 tokenize.py:492(_tokenize)
        2    0.002    0.001    0.007    0.004 nanfunctions.py:43(_replace_nan)
        7    0.000    0.000    0.007    0.001 six.py:114(_resolve)
    69050    0.007    0.000    0.007    0.000 {built-in method _ctypes.byref}
      902    0.002    0.000    0.007    0.000 copy.py:66(copy)
       16    0.000    0.000    0.007    0.000 tokenize.py:152(_compile)
      219    0.000    0.000    0.007    0.000 __init__.py:1407(get_metadata_lines)
        1    0.000    0.000    0.007    0.007 pathlib.py:1(<module>)
        1    0.000    0.000    0.007    0.007 frame.py:4(<module>)
      375    0.001    0.000    0.007    0.000 transforms.py:1830(frozen)
      219    0.001    0.000    0.007    0.000 __init__.py:1401(get_metadata)
        1    0.000    0.000    0.007    0.007 _signatures.py:706(create_signature_registry)
        1    0.000    0.000    0.007    0.007 __init__.py:41(<module>)
        8    0.000    0.000    0.007    0.001 frame.py:378(__init__)
        4    0.000    0.000    0.007    0.002 spines.py:167(register_axis)
    23111    0.007    0.000    0.007    0.000 common.py:117(classes)
        1    0.000    0.000    0.007    0.007 vrt.py:1(<module>)
     3355    0.006    0.000    0.007    0.000 <frozen importlib._bootstrap>:78(acquire)
      156    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
        5    0.000    0.000    0.007    0.001 construction.py:170(init_dict)
        4    0.000    0.000    0.007    0.002 geodataframe.py:82(set_geometry)
        1    0.000    0.000    0.007    0.007 lapack.py:410(<module>)
       51    0.001    0.000    0.007    0.000 __init__.py:208(__call__)
      199    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:413(_find_module_shim)
       26    0.000    0.000    0.007    0.000 collections.py:248(draw)
        1    0.000    0.000    0.007    0.007 threading.py:1(<module>)
      629    0.004    0.000    0.007    0.000 sre_compile.py:250(_optimize_charset)
        1    0.000    0.000    0.007    0.007 hashlib.py:54(<module>)
        2    0.000    0.000    0.007    0.003 fromnumeric.py:1966(sum)
      199    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1216(find_loader)
        1    0.000    0.000    0.006    0.006 uuid.py:45(<module>)
   136/96    0.000    0.000    0.006    0.000 spines.py:440(get_spine_transform)
        1    0.000    0.000    0.006    0.006 _root.py:7(<module>)
        2    0.000    0.000    0.006    0.003 generic.py:10131(_add_series_or_dataframe_operations)
      430    0.000    0.000    0.006    0.000 _signatures.py:712(<genexpr>)
    59664    0.006    0.000    0.006    0.000 {method 'startswith' of 'str' objects}
      155    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1067(_path_hooks)
      117    0.000    0.000    0.006    0.000 chronometer_utils.py:193(speed_string)
      233    0.000    0.000    0.006    0.000 _signatures.py:669(expand_sig)
        1    0.000    0.000    0.006    0.006 platform.py:10(<module>)
        1    0.000    0.000    0.006    0.006 geometry.py:151(compute_grid)
      653    0.001    0.000    0.006    0.000 transforms.py:1902(__init__)
   144/96    0.000    0.000    0.006    0.000 spines.py:161(_ensure_position_is_set)
     1151    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
        1    0.000    0.000    0.006    0.006 backend_bases.py:33(<module>)
        8    0.000    0.000    0.006    0.001 spines.py:395(set_position)
        1    0.000    0.000    0.006    0.006 main.py:1(<module>)
     1318    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap>:318(__exit__)
        1    0.000    0.000    0.006    0.006 font_manager.py:21(<module>)
        1    0.000    0.000    0.006    0.006 __init__.py:127(<module>)
    11417    0.006    0.000    0.006    0.000 series.py:382(_set_subtyp)
        1    0.000    0.000    0.006    0.006 function_base.py:4078(meshgrid)
       49    0.001    0.000    0.006    0.000 backend_bases.py:2883(mouse_move)
     1945    0.004    0.000    0.006    0.000 posixpath.py:75(join)
       28    0.000    0.000    0.006    0.000 pyparsing.py:2757(__init__)
     4652    0.006    0.000    0.006    0.000 {built-in method __new__ of type object at 0x9d12c0}
        1    0.000    0.000    0.006    0.006 function_base.py:4211(<listcomp>)
     1047    0.002    0.000    0.006    0.000 timer.py:163(get)
       38    0.000    0.000    0.006    0.000 construction.py:537(sanitize_array)
     3355    0.005    0.000    0.006    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.006    0.006 ssl.py:91(<module>)
        1    0.000    0.000    0.006    0.006 patches.py:3(<module>)
        1    0.000    0.000    0.006    0.006 dates.py:114(<module>)
        2    0.000    0.000    0.006    0.003 _util.py:1(<module>)
    14036    0.005    0.000    0.006    0.000 enum.py:517(__new__)
        1    0.000    0.000    0.006    0.006 _policybase.py:4(<module>)
       13    0.000    0.000    0.006    0.000 enum.py:604(_convert)
       27    0.002    0.000    0.006    0.000 enum.py:124(__new__)
       68    0.000    0.000    0.006    0.000 ops.py:1990(_arith_method_FRAME)
     1472    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
        1    0.000    0.000    0.005    0.005 traceback.py:1(<module>)
     1886    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.005    0.005 excel.py:3(<module>)
    36995    0.005    0.000    0.005    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.005    0.005 _axes.py:93(Axes)
    18148    0.005    0.000    0.005    0.000 sre_parse.py:232(__next)
       49    0.000    0.000    0.005    0.000 transforms.py:1503(transform_point)
        2    0.000    0.000    0.005    0.003 parsers.py:1993(read)
    44/29    0.001    0.000    0.005    0.000 base.py:253(__new__)
        1    0.000    0.000    0.005    0.005 financial.py:12(<module>)
  535/176    0.000    0.000    0.005    0.000 typing.py:1145(__subclasscheck__)
        1    0.000    0.000    0.005    0.005 array_.py:1(<module>)
        2    0.005    0.002    0.005    0.003 {method 'read' of 'pandas._libs.parsers.TextReader' objects}
        3    0.000    0.000    0.005    0.002 __init__.py:8(<module>)
       14    0.000    0.000    0.005    0.000 re.py:179(search)
        1    0.000    0.000    0.005    0.005 version.py:4(<module>)
       12    0.000    0.000    0.005    0.000 managers.py:1019(set)
    22808    0.005    0.000    0.005    0.000 blocks.py:308(dtype)
        2    0.000    0.000    0.005    0.003 errors.py:1(<module>)
        2    0.000    0.000    0.005    0.003 datetimes.py:2(<module>)
     1115    0.001    0.000    0.005    0.000 __init__.py:2259(yield_lines)
        2    0.000    0.000    0.005    0.003 axis.py:642(__init__)
       10    0.000    0.000    0.005    0.001 pyparsing.py:4229(__init__)
       18    0.005    0.000    0.005    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.005    0.005 context.py:1(<module>)
    33/10    0.000    0.000    0.005    0.000 pyparsing.py:3721(leaveWhitespace)
        1    0.000    0.000    0.005    0.005 numerictypes.py:81(<module>)
       49    0.000    0.000    0.005    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.005    0.005 geometry.py:195(compute_xy_bounds)
        1    0.000    0.000    0.005    0.005 linecache.py:6(<module>)
       10    0.000    0.000    0.005    0.000 generic.py:3171(_set_item)
        1    0.000    0.000    0.005    0.005 window.py:4(<module>)
      235    0.000    0.000    0.005    0.000 _signatures.py:640(signature_or_spec)
        1    0.000    0.000    0.005    0.005 decimal.py:2(<module>)
      219    0.001    0.000    0.005    0.000 __init__.py:1515(_get)
        1    0.000    0.000    0.005    0.005 __init__.py:31(<module>)
       23    0.000    0.000    0.005    0.000 utils.py:832(_bind_operator)
       90    0.000    0.000    0.005    0.000 typing.py:133(__new__)
     6925    0.003    0.000    0.005    0.000 sre_parse.py:163(__getitem__)
        1    0.000    0.000    0.005    0.005 mathtext.py:16(<module>)
       49    0.001    0.000    0.005    0.000 traceback.py:319(extract)
     2318    0.003    0.000    0.005    0.000 inspect.py:2452(__init__)
      224    0.005    0.000    0.005    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.005    0.005 inspect.py:27(<module>)
      928    0.000    0.000    0.005    0.000 chronometer_utils.py:23(time_done)
    15463    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
      117    0.000    0.000    0.005    0.000 inference.py:253(is_list_like)
        1    0.000    0.000    0.005    0.005 __init__.py:320(<module>)
       35    0.000    0.000    0.005    0.000 delayed.py:435(_get_binary_operator)
       62    0.001    0.000    0.004    0.000 transforms.py:1410(transform)
      410    0.002    0.000    0.004    0.000 colors.py:142(_to_rgba_no_colorcycle)
        1    0.000    0.000    0.004    0.004 defmatrix.py:1(<module>)
       35    0.000    0.000    0.004    0.000 delayed.py:122(delayed)
2707/1160    0.003    0.000    0.004    0.000 sre_parse.py:173(getwidth)
    16/14    0.000    0.000    0.004    0.000 axis.py:438(_get_tick1line)
       84    0.000    0.000    0.004    0.000 transforms.py:796(from_bounds)
       14    0.000    0.000    0.004    0.000 enum.py:366(_create_)
       17    0.000    0.000    0.004    0.000 rcsetup.py:793(validate_cycler)
